3.204498539073581398e+00,2.858002181014898557e+00,-4.335338064090932697e+00,-9.720924681198593875e-01,-8.078298534486172855e+00,1.193423824580673909e+01,-4.305171397195658223e+00,1.761928752378712382e+00,-4.334386816393458020e+00,1.773885416201883558e+00
3.060647636418550643e+00,2.349919613859970724e+00,-3.508417347679696263e+00,-4.630721363499143983e+00,-1.204632289626443331e+01,2.108299674072605967e+01,-2.079488157397346715e+00,4.444710540698454615e+00,-2.064381335860470124e+00,4.462919917924210722e+00
2.743486353431045188e+00,1.676593699960879036e+00,-2.256365522392983713e+00,-8.049492419997394066e+00,-1.462594150800032544e+01,2.862500266007907257e+01,-2.064479591608086473e+00,4.462801482953057786e+00,-2.064381335860470124e+00,4.462919917924210722e+00
2.257380032158305738e+00,9.153656412546873344e-01,-6.873809749730431795e-01,-1.136504140733281076e+01,-1.552988870331500948e+01,3.368808410384959728e+01,-2.064382155509209671e+00,4.462918929940533630e+00,-2.064381335860470124e+00,4.462919917924210722e+00
1.611440119603299248e+00,1.533029789555157008e-01,1.065789184571116266e+00,-1.441187267424117380e+01,-1.465920690977490537e+01,3.596090489033051085e+01,-2.064381341524185398e+00,4.462919911097313452e+00,-2.064381335860470124e+00,4.462919917924210722e+00
8.239981521902020045e-01,-5.225106906990452105e-01,2.860999567027066259e+00,-1.698967614846454666e+01,-1.211231425129213335e+01,3.537948235254044960e+01,-2.064381335884511781e+00,4.462919917895231237e+00,-2.064381335860470124e+00,4.462919917924210722e+00
-7.607213757942173082e-02,-1.034613630039080912e+00,4.558999247352444328e+00,-1.888021640946358559e+01,-8.171727846240029791e+00,3.212111465283233258e+01,-2.064381335860625111e+00,4.462919917924022428e+00,-2.064381335860470124e+00,4.462919917924210722e+00
-1.048970076676914109e+00,-1.323626508399367463e+00,6.034952948632744452e+00,-1.986865414296016397e+01,-3.270952216572155624e+00,2.657888583953109674e+01,-2.064381335860471012e+00,4.462919917924208946e+00,-2.064381335860470124e+00,4.462919917924210722e+00
-2.044759050630532204e+00,-1.354610053218710863e+00,7.188172241597392542e+00,-1.976859326039008025e+01,2.054551265585398578e+00,1.931760182407110449e+01,-2.064381335860470124e+00,4.462919917924210722e+00,-2.064381335860470124e+00,4.462919917924210722e+00
-3.005442375556508061e+00,-1.120740018647663927e+00,7.949351084649613597e+00,-1.844818928210576914e+01,7.226724403625203408e+00,1.101633453463613499e+01,-2.064381335860470124e+00,4.462919917924210722e+00,-2.064381335860470124e+00,4.462919917924210722e+00
-3.868285906871247626e+00,-6.438333784554851613e-01,8.284618295596789750e+00,-1.585369852632842402e+01,1.168800092608505103e+01,2.403223170134980435e+00,-2.064381335860470124e+00,4.462919917924210722e+00,-2.064381335860470124e+00,4.462919917924210722e+00
-4.570223368814317233e+00,2.819155930240924493e-02,8.196360947801617058e+00,-1.202769195612555286e+01,1.496166210549469078e+01,-5.811161102075655727e+00,-2.064381335860470124e+00,4.462919917924210722e+00,-2.064381335860470124e+00,4.462919917924210722e+00
-5.052950269109630632e+00,8.266895031090071289e-01,7.720752520273736152e+00,-7.118834454148655233e+00,1.670244735664322988e+01,-1.299514347202503828e+01,-2.064381335860470124e+00,4.462919917924210722e+00,-2.064381335860470124e+00,4.462919917924210722e+00
-5.268246553242126318e+00,1.669815404765891298e+00,6.922486097258119919e+00,-1.381538533831634830e+00,1.673232615812532131e+01,-1.864650793538773499e+01,-2.064381335860470124e+00,4.462919917924210722e+00,-2.064381335860470124e+00,4.462919917924210722e+00
-5.183069725529754201e+00,2.471420280263825209e+00,5.887358168474813525e+00,4.835342844868090850e+00,1.505827037912612276e+01,-2.242868907519968147e+01,-2.064381335860470124e+00,4.462919917924210722e+00,-2.064381335860470124e+00,4.462919917924210722e+00
